ds,y,TEMP,DEWP,PRES,WSPM,RAIN,wd_sin,wd_cos
2013-03-02 01:00:00,14.0,-1.0,-17.3,1031.3,1.1,0.0,0.3826834323650898,0.9238795325112867
2013-03-02 02:00:00,13.0,-1.5,-16.9,1030.9,1.7,0.0,1.0,6.123233995736766e-17
2013-03-02 03:00:00,3.0,-1.4,-17.6,1030.6,1.4,0.0,0.3826834323650898,0.9238795325112867
2013-03-02 04:00:00,3.0,-1.5,-17.7,1030.8,0.9,0.0,-0.38268343236508956,0.9238795325112868
2013-03-02 05:00:00,9.0,-1.8,-17.5,1030.1,2.0,0.0,0.3826834323650898,0.9238795325112867
2013-03-02 06:00:00,4.0,-2.5,-17.7,1029.6,0.7,0.0,-0.7071067811865477,0.7071067811865474
2013-03-02 07:00:00,3.0,-1.7,-17.0,1029.8,1.2,0.0,0.7071067811865476,0.7071067811865476
2013-03-02 08:00:00,3.0,-0.4,-17.6,1029.6,1.8,0.0,0.7071067811865476,0.7071067811865476
2013-03-02 09:00:00,10.0,0.6,-16.7,1029.7,1.7,0.0,0.7071067811865476,0.7071067811865476
2013-03-02 10:00:00,11.0,1.7,-16.3,1028.9,1.6,0.0,-1.0,-1.8369701987210297e-16
2013-03-02 11:00:00,18.0,2.2,-16.8,1028.2,3.1,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-02 12:00:00,26.0,2.7,-16.4,1027.3,2.7,0.0,-0.9238795325112868,-0.3826834323650895
2013-03-02 13:00:00,25.0,3.3,-16.4,1025.7,1.5,0.0,-1.0,-1.8369701987210297e-16
2013-03-02 14:00:00,26.0,3.8,-16.0,1024.8,1.3,0.0,0.7071067811865476,-0.7071067811865475
2013-03-02 15:00:00,37.0,3.9,-16.5,1024.1,1.2,0.0,-0.9238795325112866,0.38268343236509
2013-03-02 16:00:00,37.0,3.5,-15.2,1023.6,2.5,0.0,-0.9238795325112868,-0.3826834323650895
2013-03-02 17:00:00,44.0,2.2,-13.6,1023.4,0.4,0.0,0.3826834323650899,-0.9238795325112867
2013-03-02 18:00:00,54.0,1.2,-12.3,1023.2,0.9,0.0,-1.0,-1.8369701987210297e-16
2013-03-02 19:00:00,61.0,1.5,-13.8,1022.9,1.2,0.0,0.7071067811865476,0.7071067811865476
2013-03-02 20:00:00,67.0,1.2,-14.1,1022.9,1.2,0.0,0.3826834323650898,0.9238795325112867
2013-03-02 21:00:00,74.0,0.6,-14.2,1022.6,1.3,0.0,0.7071067811865476,0.7071067811865476
2013-03-02 22:00:00,81.0,-0.6,-13.9,1022.3,1.4,0.0,0.3826834323650898,0.9238795325112867
2013-03-02 23:00:00,93.0,-0.8,-13.4,1021.1,1.3,0.0,0.0,1.0
2013-03-03 00:00:00,112.0,-1.4,-13.0,1020.4,1.2,0.0,0.3826834323650898,0.9238795325112867
2013-03-03 01:00:00,109.0,-2.0,-13.2,1019.4,1.2,0.0,0.7071067811865476,0.7071067811865476
2013-03-03 02:00:00,110.0,-2.8,-12.3,1018.3,1.4,0.0,0.7071067811865476,0.7071067811865476
2013-03-03 03:00:00,105.0,-2.6,-13.2,1017.2,1.2,0.0,0.7071067811865476,0.7071067811865476
2013-03-03 04:00:00,106.0,-4.3,-11.8,1016.9,0.9,0.0,0.3826834323650898,0.9238795325112867
2013-03-03 05:00:00,101.0,-5.6,-10.9,1016.3,0.8,0.0,0.0,1.0
2013-03-03 06:00:00,91.0,-5.8,-11.0,1016.2,0.8,0.0,0.3826834323650898,0.9238795325112867
2013-03-03 07:00:00,79.0,-3.1,-11.1,1016.5,1.5,0.0,0.7071067811865476,0.7071067811865476
2013-03-03 08:00:00,77.0,0.7,-13.0,1016.2,2.3,0.0,0.3826834323650898,0.9238795325112867
2013-03-03 09:00:00,83.0,3.5,-13.8,1015.8,0.4,0.0,0.3826834323650898,0.9238795325112867
2013-03-03 10:00:00,94.0,6.5,-13.2,1014.9,1.3,0.0,0.0,1.0
2013-03-03 11:00:00,96.0,11.4,-10.8,1013.8,0.9,0.0,0.9238795325112867,-0.3826834323650897
2013-03-03 12:00:00,91.0,13.8,-13.3,1012.5,1.1,0.0,-1.0,-1.8369701987210297e-16
2013-03-03 13:00:00,98.0,16.0,-13.5,1011.5,5.9,0.0,-1.0,-1.8369701987210297e-16
2013-03-03 14:00:00,72.0,16.7,-14.0,1010.8,4.3,0.0,-0.9238795325112866,0.38268343236509
2013-03-03 15:00:00,48.0,16.9,-12.7,1010.5,2.0,0.0,-0.9238795325112866,0.38268343236509
2013-03-03 16:00:00,28.0,16.4,-15.4,1010.6,2.9,0.0,-0.7071067811865477,0.7071067811865474
2013-03-03 17:00:00,26.0,13.1,-10.1,1011.1,1.7,0.0,-0.9238795325112868,-0.3826834323650895
2013-03-03 18:00:00,24.0,8.7,-11.3,1012.3,1.6,0.0,-0.7071067811865477,0.7071067811865474
2013-03-03 19:00:00,19.0,12.2,-13.7,1013.4,2.0,0.0,-0.38268343236508956,0.9238795325112868
2013-03-03 20:00:00,60.0,11.7,-12.6,1013.5,0.9,0.0,0.0,1.0
2013-03-03 21:00:00,117.0,5.3,-10.9,1013.6,0.0,0.0,0.0,1.0
2013-03-03 22:00:00,54.0,3.1,-10.2,1014.1,1.8,0.0,0.3826834323650898,0.9238795325112867
2013-03-03 23:00:00,46.0,5.2,-10.6,1014.8,1.7,0.0,-0.38268343236508956,0.9238795325112868
2013-03-04 00:00:00,42.0,7.7,-11.1,1015.7,2.6,0.0,0.0,1.0
2013-03-04 01:00:00,49.0,8.2,-11.7,1016.7,2.8,0.0,0.0,1.0
2013-03-04 02:00:00,34.0,8.1,-11.8,1016.7,4.3,0.0,0.0,1.0
2013-03-04 03:00:00,12.0,7.2,-11.6,1016.9,2.8,0.0,0.0,1.0
2013-03-04 04:00:00,7.0,6.0,-11.6,1018.0,1.0,0.0,-0.38268343236508956,0.9238795325112868
2013-03-04 05:00:00,10.0,2.7,-10.9,1018.6,0.5,0.0,0.3826834323650899,-0.9238795325112867
2013-03-04 06:00:00,13.0,3.8,-11.4,1018.9,2.3,0.0,0.0,1.0
2013-03-04 07:00:00,14.0,6.5,-10.7,1019.7,2.3,0.0,0.0,1.0
2013-03-04 08:00:00,13.0,9.0,-12.2,1020.7,3.1,0.0,0.7071067811865476,0.7071067811865476
2013-03-04 09:00:00,15.0,10.6,-12.1,1020.8,1.3,0.0,0.3826834323650898,0.9238795325112867
2013-03-04 10:00:00,16.0,11.9,-12.4,1020.4,2.1,0.0,0.7071067811865476,0.7071067811865476
2013-03-04 11:00:00,18.0,13.1,-13.0,1020.0,3.0,0.0,0.7071067811865476,0.7071067811865476
2013-03-04 12:00:00,13.0,14.2,-13.9,1018.9,2.7,0.0,0.0,1.0
2013-03-04 13:00:00,3.0,15.3,-13.0,1017.8,2.0,0.0,1.2246467991473532e-16,-1.0
2013-03-04 14:00:00,3.0,15.2,-13.1,1017.0,0.7,0.0,-0.7071067811865475,-0.7071067811865477
2013-03-04 15:00:00,10.0,15.3,-13.0,1016.3,2.4,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-04 16:00:00,14.0,14.5,-13.7,1015.7,2.6,0.0,1.2246467991473532e-16,-1.0
2013-03-04 17:00:00,20.0,12.7,-11.8,1015.9,2.6,0.0,-0.7071067811865475,-0.7071067811865477
2013-03-04 18:00:00,25.0,11.6,-11.3,1016.5,3.4,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-04 19:00:00,31.0,10.9,-10.6,1016.6,3.5,0.0,-0.7071067811865475,-0.7071067811865477
2013-03-04 20:00:00,34.0,9.9,-10.3,1016.9,3.1,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-04 21:00:00,40.0,8.4,-10.0,1016.9,2.1,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-04 22:00:00,51.0,8.6,-9.9,1016.3,2.4,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-04 23:00:00,58.0,7.7,-9.3,1015.7,2.1,0.0,-0.7071067811865475,-0.7071067811865477
2013-03-05 00:00:00,71.0,4.7,-9.1,1015.2,1.6,0.0,-0.7071067811865475,-0.7071067811865477
2013-03-05 01:00:00,91.0,1.1,-7.9,1014.7,0.0,0.0,-0.7071067811865475,-0.7071067811865477
2013-03-05 02:00:00,100.0,-0.6,-8.1,1014.4,0.0,0.0,1.2246467991473532e-16,-1.0
2013-03-05 03:00:00,103.0,0.2,-8.8,1014.0,1.2,0.0,0.7071067811865476,0.7071067811865476
2013-03-05 04:00:00,115.0,1.8,-9.5,1013.7,1.5,0.0,0.7071067811865476,0.7071067811865476
2013-03-05 05:00:00,117.0,0.6,-9.4,1013.9,0.8,0.0,0.0,1.0
2013-03-05 06:00:00,104.0,-0.2,-8.6,1013.4,1.3,0.0,0.7071067811865476,0.7071067811865476
2013-03-05 07:00:00,106.0,2.9,-9.1,1013.4,1.3,0.0,0.3826834323650898,0.9238795325112867
2013-03-05 08:00:00,111.0,5.1,-9.1,1013.4,1.2,0.0,0.3826834323650898,0.9238795325112867
2013-03-05 09:00:00,114.0,7.7,-8.4,1012.8,1.5,0.0,0.3826834323650898,0.9238795325112867
2013-03-05 10:00:00,131.0,9.4,-8.2,1012.0,1.5,0.0,0.7071067811865476,0.7071067811865476
2013-03-05 11:00:00,138.0,10.6,-8.1,1011.1,1.4,0.0,0.3826834323650898,0.9238795325112867
2013-03-05 12:00:00,142.0,11.9,-7.5,1009.7,1.3,0.0,-0.38268343236508956,0.9238795325112868
2013-03-05 13:00:00,163.0,12.6,-8.0,1008.5,1.0,0.0,0.0,1.0
2013-03-05 14:00:00,168.0,13.5,-7.8,1007.7,1.4,0.0,0.3826834323650898,0.9238795325112867
2013-03-05 15:00:00,165.0,13.8,-7.6,1007.2,1.2,0.0,0.7071067811865476,0.7071067811865476
2013-03-05 16:00:00,166.0,13.2,-7.0,1007.1,2.0,0.0,0.7071067811865476,0.7071067811865476
2013-03-05 17:00:00,190.0,12.1,-6.4,1007.7,1.6,0.0,0.3826834323650898,0.9238795325112867
2013-03-05 18:00:00,203.0,9.0,-5.7,1008.2,1.4,0.0,0.7071067811865476,0.7071067811865476
2013-03-05 19:00:00,210.0,5.3,-4.8,1008.5,0.0,0.0,0.9238795325112867,-0.3826834323650897
2013-03-05 20:00:00,205.0,3.3,-4.7,1008.7,0.2,0.0,0.0,1.0
2013-03-05 21:00:00,215.0,2.9,-4.6,1009.0,1.2,0.0,0.3826834323650898,0.9238795325112867
2013-03-05 22:00:00,219.0,5.2,-6.1,1008.9,1.1,0.0,0.7071067811865476,0.7071067811865476
2013-03-05 23:00:00,226.0,4.9,-6.1,1008.4,1.4,0.0,0.7071067811865476,0.7071067811865476
2013-03-06 00:00:00,284.0,4.9,-6.4,1008.5,1.2,0.0,0.7071067811865476,0.7071067811865476
2013-03-06 01:00:00,272.0,4.8,-5.9,1008.3,1.5,0.0,0.7071067811865476,0.7071067811865476
2013-03-06 02:00:00,242.0,4.1,-5.9,1007.8,1.9,0.0,0.7071067811865476,0.7071067811865476
2013-03-06 03:00:00,212.0,4.0,-6.3,1007.6,1.9,0.0,0.7071067811865476,0.7071067811865476
2013-03-06 04:00:00,192.0,3.9,-6.1,1007.3,1.4,0.0,0.7071067811865476,0.7071067811865476
2013-03-06 05:00:00,188.0,4.1,-5.7,1007.8,1.6,0.0,0.7071067811865476,0.7071067811865476
2013-03-06 06:00:00,186.0,4.5,-5.3,1008.4,2.0,0.0,0.7071067811865476,0.7071067811865476
2013-03-06 07:00:00,188.0,5.7,-5.0,1009.3,1.7,0.0,0.7071067811865476,0.7071067811865476
2013-03-06 08:00:00,194.0,6.6,-4.8,1009.3,1.7,0.0,0.7071067811865476,0.7071067811865476
2013-03-06 09:00:00,184.0,7.5,-4.6,1009.1,1.7,0.0,0.7071067811865476,0.7071067811865476
2013-03-06 10:00:00,175.0,8.7,-4.5,1008.6,1.5,0.0,0.7071067811865476,0.7071067811865476
2013-03-06 11:00:00,179.0,10.1,-4.7,1007.7,1.4,0.0,0.7071067811865476,0.7071067811865476
2013-03-06 12:00:00,192.0,11.1,-4.2,1006.9,0.4,0.0,0.9238795325112867,0.38268343236508984
2013-03-06 13:00:00,201.0,12.6,-3.7,1005.8,1.5,0.0,-0.9238795325112868,-0.3826834323650895
2013-03-06 14:00:00,230.0,14.5,-3.3,1005.5,1.6,0.0,0.3826834323650899,-0.9238795325112867
2013-03-06 15:00:00,246.0,14.7,-3.2,1005.5,2.5,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-06 16:00:00,248.0,14.2,-3.2,1005.5,1.4,0.0,1.2246467991473532e-16,-1.0
2013-03-06 17:00:00,230.0,11.6,-3.4,1005.9,1.1,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-06 18:00:00,239.0,6.8,-2.9,1006.8,0.9,0.0,-0.9238795325112868,-0.3826834323650895
2013-03-06 19:00:00,242.0,5.1,-2.5,1007.6,1.2,0.0,-0.9238795325112868,-0.3826834323650895
2013-03-06 20:00:00,254.0,4.4,-2.5,1008.2,1.1,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-06 21:00:00,266.0,3.8,-2.2,1007.7,1.9,0.0,-0.9238795325112868,-0.3826834323650895
2013-03-06 22:00:00,254.0,2.4,-2.5,1007.3,1.2,0.0,-0.9238795325112868,-0.3826834323650895
2013-03-06 23:00:00,260.0,2.3,-2.4,1007.2,1.3,0.0,0.3826834323650898,0.9238795325112867
2013-03-07 00:00:00,250.0,1.5,-2.6,1007.1,0.8,0.0,0.3826834323650898,0.9238795325112867
2013-03-07 01:00:00,240.0,0.7,-2.7,1007.1,1.2,0.0,0.7071067811865476,-0.7071067811865475
2013-03-07 02:00:00,238.0,1.5,-2.5,1006.9,0.6,0.0,0.3826834323650898,0.9238795325112867
2013-03-07 03:00:00,243.0,0.3,-2.7,1006.5,1.7,0.0,-0.9238795325112866,0.38268343236509
2013-03-07 04:00:00,246.0,-0.9,-3.3,1006.4,0.5,0.0,0.0,1.0
2013-03-07 05:00:00,275.0,1.6,-1.5,1006.7,1.7,0.0,0.3826834323650898,0.9238795325112867
2013-03-07 06:00:00,306.0,0.3,-2.7,1006.6,0.4,0.0,-0.7071067811865475,-0.7071067811865477
2013-03-07 07:00:00,320.0,2.4,-1.4,1006.8,1.5,0.0,0.3826834323650898,0.9238795325112867
2013-03-07 08:00:00,292.0,8.3,-1.0,1006.5,0.8,0.0,0.3826834323650898,0.9238795325112867
2013-03-07 09:00:00,251.0,10.1,-0.7,1006.1,0.6,0.0,-1.0,-1.8369701987210297e-16
2013-03-07 10:00:00,228.0,12.7,-1.6,1005.5,1.2,0.0,0.9238795325112867,0.38268343236508984
2013-03-07 11:00:00,217.0,16.5,-1.6,1003.6,1.7,0.0,-0.9238795325112868,-0.3826834323650895
2013-03-07 12:00:00,255.0,17.1,-3.1,1001.6,3.7,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-07 13:00:00,258.0,17.7,-3.2,1000.2,3.1,0.0,-0.7071067811865475,-0.7071067811865477
2013-03-07 14:00:00,277.0,18.3,-3.2,998.6,3.6,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-07 15:00:00,282.0,18.6,-1.8,997.6,3.3,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-07 16:00:00,267.0,17.9,-0.9,997.2,1.9,0.0,-0.7071067811865475,-0.7071067811865477
2013-03-07 17:00:00,216.0,15.4,-1.7,997.1,1.4,0.0,-0.38268343236508956,0.9238795325112868
2013-03-07 18:00:00,201.0,14.4,-2.5,997.4,1.9,0.0,0.0,1.0
2013-03-07 19:00:00,211.0,13.4,-2.6,997.9,1.5,0.0,0.3826834323650898,0.9238795325112867
2013-03-07 20:00:00,227.0,11.8,-2.1,997.7,1.5,0.0,0.7071067811865476,0.7071067811865476
2013-03-07 21:00:00,282.0,9.2,-1.3,997.9,1.4,0.0,0.3826834323650898,0.9238795325112867
2013-03-07 22:00:00,363.0,7.5,-1.2,998.3,1.3,0.0,0.7071067811865476,0.7071067811865476
2013-03-07 23:00:00,376.0,6.6,-0.9,998.4,0.1,0.0,1.0,6.123233995736766e-17
2013-03-08 00:00:00,344.0,4.1,-1.3,998.2,0.0,0.0,0.9238795325112867,-0.3826834323650897
2013-03-08 01:00:00,339.0,3.3,-1.7,998.5,0.9,0.0,0.0,1.0
2013-03-08 02:00:00,339.0,2.5,-1.9,998.2,0.8,0.0,-0.7071067811865475,-0.7071067811865477
2013-03-08 03:00:00,324.0,1.8,-1.8,997.9,0.0,0.0,0.0,1.0
2013-03-08 04:00:00,322.0,1.3,-1.8,998.5,1.0,0.0,-1.0,-1.8369701987210297e-16
2013-03-08 05:00:00,315.0,1.4,-1.5,999.0,0.8,0.0,-0.7071067811865475,-0.7071067811865477
2013-03-08 06:00:00,310.0,1.1,-1.8,999.7,0.8,0.0,-0.9238795325112868,-0.3826834323650895
2013-03-08 07:00:00,309.0,5.7,0.5,1000.4,1.0,0.0,0.3826834323650898,0.9238795325112867
2013-03-08 08:00:00,310.0,10.9,1.4,1000.8,0.7,0.0,0.7071067811865476,-0.7071067811865475
2013-03-08 09:00:00,326.0,16.9,-0.4,1001.1,1.0,0.0,1.0,6.123233995736766e-17
2013-03-08 10:00:00,326.0,19.1,-0.4,1000.9,1.9,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-08 11:00:00,219.0,20.5,-3.3,1000.5,4.4,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-08 12:00:00,104.0,21.7,-2.3,999.4,3.0,0.0,1.2246467991473532e-16,-1.0
2013-03-08 13:00:00,121.0,22.5,-2.3,998.2,3.3,0.0,1.2246467991473532e-16,-1.0
2013-03-08 14:00:00,184.0,17.4,1.4,998.3,4.5,0.0,0.9238795325112867,-0.3826834323650897
2013-03-08 15:00:00,330.0,13.9,1.2,999.5,2.7,0.0,0.9238795325112867,-0.3826834323650897
2013-03-08 16:00:00,172.0,11.9,0.0,1000.2,2.6,0.0,0.9238795325112867,-0.3826834323650897
2013-03-08 17:00:00,114.0,10.3,-0.5,999.9,2.8,0.0,0.7071067811865476,-0.7071067811865475
2013-03-08 18:00:00,82.0,9.3,-0.9,1000.6,1.4,0.0,1.2246467991473532e-16,-1.0
2013-03-08 19:00:00,84.0,8.0,-0.3,1000.5,0.8,0.0,0.7071067811865476,0.7071067811865476
2013-03-08 20:00:00,91.0,7.9,-1.6,1000.4,1.4,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-08 21:00:00,81.0,7.2,-1.5,1000.0,1.6,0.0,0.9238795325112867,0.38268343236508984
2013-03-08 22:00:00,90.0,6.3,-3.4,999.0,0.9,0.0,1.0,6.123233995736766e-17
2013-03-08 23:00:00,79.0,5.7,-3.4,997.7,1.0,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-09 00:00:00,49.0,3.6,-2.6,996.1,0.6,0.0,-1.0,-1.8369701987210297e-16
2013-03-09 01:00:00,89.0,2.1,-2.6,994.9,1.1,0.0,-1.0,-1.8369701987210297e-16
2013-03-09 02:00:00,89.0,1.4,-3.1,994.1,0.0,0.0,0.0,1.0
2013-03-09 03:00:00,98.0,1.1,-3.2,993.0,1.4,0.0,0.7071067811865476,0.7071067811865476
2013-03-09 04:00:00,97.0,1.8,-2.3,992.0,0.0,0.0,1.0,6.123233995736766e-17
2013-03-09 05:00:00,102.0,3.2,-2.8,992.0,1.3,0.0,0.7071067811865476,0.7071067811865476
2013-03-09 06:00:00,110.0,2.8,-2.5,992.2,1.0,0.0,0.7071067811865476,0.7071067811865476
2013-03-09 07:00:00,108.0,4.6,-2.1,992.9,1.8,0.0,0.7071067811865476,0.7071067811865476
2013-03-09 08:00:00,104.0,8.4,-1.7,994.1,2.6,0.0,1.0,6.123233995736766e-17
2013-03-09 09:00:00,113.0,16.3,-0.4,995.9,3.3,0.0,-0.38268343236508956,0.9238795325112868
2013-03-09 10:00:00,145.0,16.7,-4.6,998.3,7.7,0.0,-0.38268343236508956,0.9238795325112868
2013-03-09 11:00:00,69.0,14.3,-9.1,1001.3,7.4,0.0,-0.38268343236508956,0.9238795325112868
2013-03-09 12:00:00,78.0,12.4,-14.4,1004.3,7.9,0.0,-0.7071067811865477,0.7071067811865474
2013-03-09 13:00:00,49.0,10.3,-17.0,1006.5,7.2,0.0,-0.38268343236508956,0.9238795325112868
2013-03-09 14:00:00,47.0,10.5,-16.8,1008.1,6.7,0.0,-0.38268343236508956,0.9238795325112868
2013-03-09 15:00:00,28.0,10.2,-17.1,1009.4,3.9,0.0,0.0,1.0
2013-03-09 16:00:00,21.0,10.5,-17.8,1010.8,4.8,0.0,0.0,1.0
2013-03-09 17:00:00,14.0,8.6,-18.3,1013.0,4.8,0.0,0.3826834323650898,0.9238795325112867
2013-03-09 18:00:00,17.0,7.4,-19.3,1015.9,4.8,0.0,0.3826834323650898,0.9238795325112867
2013-03-09 19:00:00,15.0,6.4,-18.4,1018.1,3.5,0.0,0.0,1.0
2013-03-09 20:00:00,18.0,5.6,-18.3,1019.7,4.5,0.0,0.0,1.0
2013-03-09 21:00:00,12.0,4.8,-17.6,1020.3,3.3,0.0,0.0,1.0
2013-03-09 22:00:00,11.0,3.8,-17.8,1021.2,1.2,0.0,0.3826834323650898,0.9238795325112867
2013-03-09 23:00:00,6.0,0.8,-14.1,1021.3,0.6,0.0,0.3826834323650899,-0.9238795325112867
2013-03-10 00:00:00,11.0,-0.5,-13.4,1020.8,0.0,0.0,0.0,1.0
2013-03-10 01:00:00,11.0,-0.2,-11.6,1021.1,1.0,0.0,-1.0,-1.8369701987210297e-16
2013-03-10 02:00:00,6.0,-2.1,-11.7,1020.9,0.7,0.0,0.3826834323650898,0.9238795325112867
2013-03-10 03:00:00,10.0,-2.0,-11.8,1021.1,1.2,0.0,-0.38268343236508956,0.9238795325112868
2013-03-10 04:00:00,18.0,-1.3,-14.8,1021.9,0.0,0.0,0.3826834323650898,0.9238795325112867
2013-03-10 05:00:00,21.0,-1.8,-10.9,1022.0,1.7,0.0,-1.0,-1.8369701987210297e-16
2013-03-10 06:00:00,18.0,-2.0,-11.8,1022.5,0.0,0.0,0.0,1.0
2013-03-10 07:00:00,24.0,3.5,-14.7,1023.2,2.3,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-10 08:00:00,31.0,5.3,-15.9,1023.5,4.6,0.0,-0.7071067811865475,-0.7071067811865477
2013-03-10 09:00:00,26.0,6.8,-15.9,1023.1,5.2,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-10 10:00:00,27.0,8.3,-14.7,1022.4,4.6,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-10 11:00:00,30.0,9.8,-14.2,1021.9,2.7,0.0,1.2246467991473532e-16,-1.0
2013-03-10 12:00:00,28.0,10.4,-14.4,1021.0,0.4,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-10 13:00:00,34.0,11.2,-13.8,1020.0,2.8,0.0,1.2246467991473532e-16,-1.0
2013-03-10 14:00:00,28.0,11.4,-13.6,1019.0,4.0,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-10 15:00:00,37.0,11.3,-14.5,1018.7,4.5,0.0,-0.7071067811865475,-0.7071067811865477
2013-03-10 16:00:00,36.0,10.4,-13.7,1018.3,4.1,0.0,-0.7071067811865475,-0.7071067811865477
2013-03-10 17:00:00,38.0,9.1,-13.4,1018.2,4.4,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-10 18:00:00,44.0,8.2,-12.3,1018.5,2.6,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-10 19:00:00,60.0,7.7,-11.1,1018.8,2.3,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-10 20:00:00,70.0,7.4,-10.9,1018.8,3.5,0.0,1.2246467991473532e-16,-1.0
2013-03-10 21:00:00,64.0,6.5,-10.3,1018.9,2.7,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-10 22:00:00,70.0,5.9,-10.0,1018.5,2.4,0.0,-0.7071067811865475,-0.7071067811865477
2013-03-10 23:00:00,81.0,3.0,-9.0,1018.7,0.9,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-11 00:00:00,90.0,0.3,-8.7,1018.5,1.4,0.0,-0.7071067811865475,-0.7071067811865477
2013-03-11 01:00:00,95.0,-0.7,-7.3,1018.0,0.7,0.0,-0.7071067811865475,-0.7071067811865477
2013-03-11 02:00:00,95.0,-1.7,-7.0,1017.4,0.5,0.0,-0.9238795325112866,0.38268343236509
2013-03-11 03:00:00,96.0,-2.1,-6.5,1017.2,0.6,0.0,0.0,1.0
2013-03-11 04:00:00,97.0,-1.6,-7.9,1016.9,1.1,0.0,0.3826834323650898,0.9238795325112867
2013-03-11 05:00:00,106.0,-2.3,-8.0,1016.9,0.1,0.0,0.7071067811865476,-0.7071067811865475
2013-03-11 06:00:00,114.0,-2.1,-8.0,1017.0,0.9,0.0,0.7071067811865476,0.7071067811865476
2013-03-11 07:00:00,112.0,1.3,-8.3,1017.4,1.9,0.0,0.3826834323650898,0.9238795325112867
