ds,y,TEMP,DEWP,PRES,WSPM,RAIN,wd_sin,wd_cos
2013-03-04 11:00:00,7.0,12.7,-15.1,1016.6,4.4,0.0,-0.38268343236508956,0.9238795325112868
2013-03-04 12:00:00,8.0,14.6,-14.6,1015.4,3.5,0.0,-0.38268343236508956,0.9238795325112868
2013-03-04 13:00:00,14.0,15.1,-15.2,1014.2,3.4,0.0,-0.38268343236508956,0.9238795325112868
2013-03-04 14:00:00,11.0,16.1,-16.9,1013.1,3.0,0.0,-0.7071067811865477,0.7071067811865474
2013-03-04 15:00:00,21.0,16.1,-16.9,1012.5,2.3,0.0,-0.7071067811865477,0.7071067811865474
2013-03-04 16:00:00,10.0,14.8,-14.4,1012.0,3.3,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-04 17:00:00,13.0,12.9,-14.0,1012.4,2.6,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-04 18:00:00,17.0,11.3,-13.7,1012.7,1.2,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-04 19:00:00,32.0,8.7,-12.5,1013.2,0.5,0.0,0.9238795325112867,0.38268343236508984
2013-03-04 20:00:00,43.0,5.9,-11.7,1013.4,0.2,0.0,0.9238795325112867,0.38268343236508984
2013-03-04 21:00:00,64.0,4.9,-11.7,1013.4,0.8,0.0,0.9238795325112867,-0.3826834323650897
2013-03-04 22:00:00,76.0,4.0,-11.6,1013.2,0.6,0.0,1.0,6.123233995736766e-17
2013-03-04 23:00:00,54.0,4.2,-11.5,1012.6,0.8,0.0,0.9238795325112867,-0.3826834323650897
2013-03-05 00:00:00,57.0,2.8,-11.2,1012.1,0.4,0.0,0.9238795325112867,0.38268343236508984
2013-03-05 01:00:00,48.0,1.8,-11.0,1011.7,0.6,0.0,0.3826834323650898,0.9238795325112867
2013-03-05 02:00:00,65.0,0.8,-10.7,1011.4,0.6,0.0,0.0,1.0
2013-03-05 03:00:00,60.0,0.2,-10.4,1011.0,0.2,0.0,0.0,1.0
2013-03-05 04:00:00,46.0,-0.1,-10.1,1010.7,0.8,0.0,0.0,1.0
2013-03-05 05:00:00,72.0,-0.4,-9.6,1010.9,0.0,0.0,0.3826834323650898,0.9238795325112867
2013-03-05 06:00:00,56.0,-1.0,-9.4,1010.6,0.8,0.0,0.7071067811865476,0.7071067811865476
2013-03-05 07:00:00,51.0,1.2,-9.4,1010.4,0.0,0.0,0.7071067811865476,0.7071067811865476
2013-03-05 08:00:00,68.0,6.0,-10.7,1010.1,0.8,0.0,-0.7071067811865475,-0.7071067811865477
2013-03-05 09:00:00,68.0,7.8,-10.6,1009.5,1.0,0.0,-0.7071067811865475,-0.7071067811865477
2013-03-05 10:00:00,87.0,9.3,-9.3,1008.7,1.4,0.0,0.9238795325112867,-0.3826834323650897
2013-03-05 11:00:00,107.0,11.0,-9.4,1007.8,1.9,0.0,-0.7071067811865475,-0.7071067811865477
2013-03-05 12:00:00,109.0,12.1,-9.0,1006.5,0.4,0.0,0.9238795325112867,0.38268343236508984
2013-03-05 13:00:00,118.0,13.2,-8.1,1005.1,0.9,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-05 14:00:00,126.0,14.1,-8.6,1004.3,1.7,0.0,0.7071067811865476,-0.7071067811865475
2013-03-05 15:00:00,124.0,13.5,-8.4,1004.1,0.8,0.0,0.7071067811865476,-0.7071067811865475
2013-03-05 16:00:00,149.0,13.3,-8.0,1003.9,1.1,0.0,0.9238795325112867,-0.3826834323650897
2013-03-05 17:00:00,151.0,12.4,-8.2,1004.5,1.0,0.0,0.9238795325112867,-0.3826834323650897
2013-03-05 18:00:00,158.0,8.9,-7.8,1005.0,0.8,0.0,0.7071067811865476,0.7071067811865476
2013-03-05 19:00:00,161.0,7.7,-7.6,1005.4,0.2,0.0,0.3826834323650898,0.9238795325112867
2013-03-05 20:00:00,173.0,6.3,-7.3,1005.9,0.7,0.0,0.3826834323650898,0.9238795325112867
2013-03-05 21:00:00,191.0,5.6,-7.3,1006.0,0.2,0.0,0.3826834323650898,0.9238795325112867
2013-03-05 22:00:00,181.0,4.9,-7.0,1005.8,1.7,0.0,0.0,1.0
2013-03-05 23:00:00,141.0,3.7,-6.9,1005.7,0.4,0.0,0.7071067811865476,0.7071067811865476
2013-03-06 00:00:00,152.0,3.9,-6.7,1005.4,2.0,0.0,0.0,1.0
2013-03-06 01:00:00,180.0,3.9,-6.4,1005.3,0.8,0.0,0.7071067811865476,0.7071067811865476
2013-03-06 02:00:00,146.0,3.5,-6.5,1004.8,0.7,0.0,0.0,1.0
2013-03-06 03:00:00,170.0,3.7,-6.3,1004.7,1.3,0.0,0.0,1.0
2013-03-06 04:00:00,149.0,2.4,-6.2,1004.7,1.0,0.0,0.0,1.0
2013-03-06 05:00:00,182.0,2.1,-5.8,1004.9,0.9,0.0,0.0,1.0
2013-03-06 06:00:00,182.0,3.1,-5.6,1005.1,0.2,0.0,0.0,1.0
2013-03-06 07:00:00,187.0,4.7,-4.9,1006.2,0.6,0.0,0.9238795325112867,-0.3826834323650897
2013-03-06 08:00:00,195.0,5.5,-4.1,1006.2,0.5,0.0,-0.7071067811865475,-0.7071067811865477
2013-03-06 09:00:00,193.0,7.2,-5.5,1006.1,0.5,0.0,-1.0,-1.8369701987210297e-16
2013-03-06 10:00:00,200.0,8.8,-5.5,1005.8,0.7,0.0,-0.38268343236508956,0.9238795325112868
2013-03-06 11:00:00,239.0,10.6,-5.0,1004.6,0.9,0.0,0.0,1.0
2013-03-06 12:00:00,271.0,12.4,-4.7,1003.4,0.8,0.0,-0.7071067811865477,0.7071067811865474
2013-03-06 13:00:00,281.0,13.4,-4.3,1002.5,1.2,0.0,0.7071067811865476,-0.7071067811865475
2013-03-06 14:00:00,263.0,13.6,-4.1,1001.8,2.3,0.0,1.2246467991473532e-16,-1.0
2013-03-06 15:00:00,293.0,13.6,-3.7,1001.9,2.2,0.0,0.9238795325112867,-0.3826834323650897
2013-03-06 16:00:00,302.0,13.3,-3.9,1002.2,1.6,0.0,0.9238795325112867,-0.3826834323650897
2013-03-06 17:00:00,312.0,12.0,-3.8,1002.7,1.3,0.0,0.7071067811865476,-0.7071067811865475
2013-03-06 18:00:00,280.0,10.6,-3.9,1003.7,1.2,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-06 19:00:00,265.0,7.1,-3.5,1004.5,1.4,0.0,-0.38268343236508956,0.9238795325112868
2013-03-06 20:00:00,268.0,6.2,-3.5,1004.9,0.7,0.0,0.7071067811865476,-0.7071067811865475
2013-03-06 21:00:00,272.0,5.5,-3.6,1004.5,0.6,0.0,0.9238795325112867,0.38268343236508984
2013-03-06 22:00:00,339.0,4.7,-3.6,1004.3,0.7,0.0,1.0,6.123233995736766e-17
2013-03-06 23:00:00,326.0,4.5,-3.3,1004.1,0.9,0.0,1.2246467991473532e-16,-1.0
2013-03-07 00:00:00,282.0,5.3,-3.3,1004.2,0.7,0.0,0.9238795325112867,0.38268343236508984
2013-03-07 01:00:00,206.0,6.2,-3.2,1004.2,1.4,0.0,1.0,6.123233995736766e-17
2013-03-07 02:00:00,227.0,3.0,-3.8,1003.8,0.5,0.0,-0.7071067811865475,-0.7071067811865477
2013-03-07 03:00:00,208.0,1.4,-4.3,1003.6,1.0,0.0,-0.7071067811865475,-0.7071067811865477
2013-03-07 04:00:00,198.0,1.3,-5.0,1003.5,1.8,0.0,-0.9238795325112866,0.38268343236509
2013-03-07 05:00:00,201.0,1.0,-5.3,1003.7,1.5,0.0,0.3826834323650898,0.9238795325112867
2013-03-07 06:00:00,202.0,0.2,-5.4,1003.6,1.0,0.0,0.3826834323650898,0.9238795325112867
2013-03-07 07:00:00,175.0,4.9,-4.4,1003.6,0.1,0.0,0.0,1.0
2013-03-07 08:00:00,143.0,7.0,-3.6,1003.4,1.4,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-07 09:00:00,140.0,8.9,-3.7,1003.2,1.0,0.0,0.3826834323650899,-0.9238795325112867
2013-03-07 10:00:00,169.0,12.5,-5.5,1002.1,1.1,0.0,0.7071067811865476,-0.7071067811865475
2013-03-07 11:00:00,225.0,15.0,-4.9,1000.3,0.8,0.0,0.7071067811865476,-0.7071067811865475
2013-03-07 12:00:00,174.0,16.3,-4.3,998.4,1.5,0.0,0.9238795325112867,-0.3826834323650897
2013-03-07 13:00:00,71.0,17.3,-4.1,996.7,1.4,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-07 14:00:00,83.0,16.6,-3.5,995.5,1.2,0.0,0.9238795325112867,-0.3826834323650897
2013-03-07 15:00:00,137.0,16.8,-3.4,994.7,1.0,0.0,0.9238795325112867,0.38268343236508984
2013-03-07 16:00:00,207.0,16.6,-3.5,994.1,0.8,0.0,0.9238795325112867,0.38268343236508984
2013-03-07 17:00:00,258.0,14.5,-3.3,993.9,0.7,0.0,0.7071067811865476,0.7071067811865476
2013-03-07 18:00:00,264.0,12.5,-3.4,994.5,0.5,0.0,0.0,1.0
2013-03-07 19:00:00,241.0,11.8,-3.2,994.7,0.8,0.0,0.9238795325112867,0.38268343236508984
2013-03-07 20:00:00,256.0,9.8,-2.8,994.6,0.6,0.0,-0.38268343236508956,0.9238795325112868
2013-03-07 21:00:00,262.0,7.9,-3.0,995.1,1.2,0.0,0.3826834323650898,0.9238795325112867
2013-03-07 22:00:00,238.0,8.1,-3.4,995.1,0.9,0.0,0.9238795325112867,0.38268343236508984
2013-03-07 23:00:00,249.0,6.8,-3.2,995.0,1.3,0.0,0.7071067811865476,0.7071067811865476
2013-03-08 00:00:00,224.0,5.9,-3.0,995.3,0.0,0.0,0.7071067811865476,0.7071067811865476
2013-03-08 01:00:00,216.0,4.4,-3.2,995.6,0.8,0.0,1.0,6.123233995736766e-17
2013-03-08 02:00:00,263.0,4.0,-3.5,995.2,0.6,0.0,0.9238795325112867,0.38268343236508984
2013-03-08 03:00:00,290.0,4.5,-3.1,994.7,1.4,0.0,0.7071067811865476,-0.7071067811865475
2013-03-08 04:00:00,257.0,16.7,-5.8,994.9,5.2,0.0,-0.7071067811865477,0.7071067811865474
2013-03-08 05:00:00,233.0,15.4,-6.2,995.6,0.7,0.0,0.7071067811865476,-0.7071067811865475
2013-03-08 06:00:00,193.0,12.7,-5.4,996.2,1.7,0.0,0.9238795325112867,-0.3826834323650897
2013-03-08 07:00:00,72.0,14.9,-5.5,996.7,1.3,0.0,0.7071067811865476,0.7071067811865476
2013-03-08 08:00:00,79.0,11.2,-4.1,997.8,1.7,0.0,0.9238795325112867,-0.3826834323650897
2013-03-08 09:00:00,85.0,14.5,-2.9,997.9,1.7,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-08 10:00:00,180.0,17.3,-3.5,997.3,1.4,0.0,0.7071067811865476,-0.7071067811865475
2013-03-08 11:00:00,207.0,19.3,-3.6,996.7,2.1,0.0,0.9238795325112867,-0.3826834323650897
2013-03-08 12:00:00,179.0,20.6,-3.9,995.8,2.5,0.0,0.9238795325112867,-0.3826834323650897
2013-03-08 13:00:00,153.0,21.9,-4.3,994.7,3.0,0.0,0.7071067811865476,-0.7071067811865475
2013-03-08 14:00:00,159.0,17.6,1.5,995.0,4.5,0.0,0.9238795325112867,-0.3826834323650897
2013-03-08 15:00:00,443.0,14.8,0.2,996.1,2.5,0.0,1.2246467991473532e-16,-1.0
2013-03-08 16:00:00,289.0,13.1,-0.2,996.5,4.0,0.0,0.9238795325112867,-0.3826834323650897
2013-03-08 17:00:00,173.0,11.7,-0.5,996.5,3.4,0.0,0.7071067811865476,-0.7071067811865475
2013-03-08 18:00:00,141.0,10.4,-1.0,997.4,2.7,0.0,0.7071067811865476,-0.7071067811865475
2013-03-08 19:00:00,112.0,9.4,-0.8,997.3,2.7,0.0,0.9238795325112867,-0.3826834323650897
2013-03-08 20:00:00,113.0,8.6,-1.5,997.1,2.8,0.0,0.9238795325112867,-0.3826834323650897
2013-03-08 21:00:00,117.0,7.6,-2.4,996.9,1.8,0.0,0.9238795325112867,-0.3826834323650897
2013-03-08 22:00:00,99.0,6.8,-3.2,996.0,1.3,0.0,0.9238795325112867,-0.3826834323650897
2013-03-08 23:00:00,100.0,5.6,-3.0,994.5,0.7,0.0,0.9238795325112867,-0.3826834323650897
2013-03-09 00:00:00,100.0,4.3,-3.0,993.1,1.2,0.0,0.3826834323650898,0.9238795325112867
2013-03-09 01:00:00,96.0,3.9,-2.5,991.9,0.0,0.0,0.3826834323650898,0.9238795325112867
2013-03-09 02:00:00,102.0,3.0,-2.7,991.2,0.7,0.0,0.0,1.0
2013-03-09 03:00:00,107.0,2.4,-2.9,989.8,1.2,0.0,-0.38268343236508956,0.9238795325112868
2013-03-09 04:00:00,97.0,1.9,-3.0,988.9,0.7,0.0,0.3826834323650898,0.9238795325112867
2013-03-09 05:00:00,104.0,2.0,-3.3,989.2,0.5,0.0,0.3826834323650898,0.9238795325112867
2013-03-09 06:00:00,106.0,1.8,-3.3,989.0,0.4,0.0,-0.38268343236508956,0.9238795325112868
2013-03-09 07:00:00,104.0,6.0,-2.1,990.5,2.4,0.0,0.7071067811865476,0.7071067811865476
2013-03-09 08:00:00,116.0,14.2,-1.5,992.3,2.5,0.0,0.7071067811865476,0.7071067811865476
2013-03-09 09:00:00,142.0,16.8,-2.3,993.8,6.2,0.0,-0.38268343236508956,0.9238795325112868
2013-03-09 10:00:00,106.0,14.4,-7.1,996.8,7.8,0.0,0.9238795325112867,0.38268343236508984
2013-03-09 11:00:00,28.0,12.9,-11.6,999.1,5.6,0.0,0.7071067811865476,0.7071067811865476
2013-03-09 12:00:00,35.0,10.7,-15.8,1001.8,4.9,0.0,0.7071067811865476,0.7071067811865476
2013-03-09 13:00:00,20.0,9.6,-18.5,1003.9,6.0,0.0,0.0,1.0
2013-03-09 14:00:00,21.0,10.3,-17.9,1005.2,4.5,0.0,0.7071067811865476,0.7071067811865476
2013-03-09 15:00:00,22.0,10.3,-17.9,1006.3,5.6,0.0,0.7071067811865476,0.7071067811865476
2013-03-09 16:00:00,9.0,9.2,-18.8,1008.0,7.1,0.0,0.3826834323650898,0.9238795325112867
2013-03-09 17:00:00,13.0,7.7,-20.0,1010.2,5.1,0.0,0.0,1.0
2013-03-09 18:00:00,15.0,6.6,-19.9,1013.1,5.2,0.0,0.0,1.0
2013-03-09 19:00:00,13.0,5.7,-19.8,1015.1,3.3,0.0,0.3826834323650898,0.9238795325112867
2013-03-09 20:00:00,12.0,5.0,-19.6,1017.0,2.5,0.0,0.3826834323650898,0.9238795325112867
2013-03-09 21:00:00,8.0,4.8,-19.7,1017.7,3.3,0.0,0.3826834323650898,0.9238795325112867
2013-03-09 22:00:00,14.0,3.8,-19.8,1018.1,1.2,0.0,0.0,1.0
2013-03-09 23:00:00,8.0,3.4,-20.1,1018.0,1.1,0.0,0.7071067811865476,0.7071067811865476
2013-03-10 00:00:00,12.0,4.4,-20.1,1017.8,2.0,0.0,-0.7071067811865477,0.7071067811865474
2013-03-10 01:00:00,13.0,4.9,-20.4,1018.1,3.0,0.0,-0.7071067811865477,0.7071067811865474
2013-03-10 02:00:00,10.0,4.5,-20.0,1017.9,3.3,0.0,-0.7071067811865477,0.7071067811865474
2013-03-10 03:00:00,3.0,4.1,-20.3,1018.1,2.5,0.0,-0.7071067811865477,0.7071067811865474
2013-03-10 04:00:00,3.0,4.7,-19.8,1018.6,3.0,0.0,-0.7071067811865477,0.7071067811865474
2013-03-10 05:00:00,3.0,4.3,-20.1,1018.8,3.3,0.0,-0.7071067811865477,0.7071067811865474
2013-03-10 06:00:00,10.0,3.6,-18.6,1018.9,1.2,0.0,0.9238795325112867,-0.3826834323650897
2013-03-10 07:00:00,12.0,5.7,-19.0,1019.8,3.3,0.0,-0.9238795325112866,0.38268343236509
2013-03-10 08:00:00,20.0,8.0,-18.8,1019.8,2.8,0.0,-0.7071067811865477,0.7071067811865474
2013-03-10 09:00:00,16.0,9.4,-18.7,1019.2,3.2,0.0,-0.38268343236508956,0.9238795325112868
2013-03-10 10:00:00,6.0,10.6,-16.8,1018.4,2.5,0.0,1.2246467991473532e-16,-1.0
2013-03-10 11:00:00,12.0,10.4,-16.9,1018.1,2.0,0.0,0.7071067811865476,-0.7071067811865475
2013-03-10 12:00:00,21.0,11.3,-17.2,1017.1,3.6,0.0,1.2246467991473532e-16,-1.0
2013-03-10 13:00:00,20.0,12.1,-16.5,1016.0,2.8,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-10 14:00:00,22.0,11.9,-15.7,1015.1,3.7,0.0,1.2246467991473532e-16,-1.0
2013-03-10 15:00:00,27.0,11.7,-15.9,1014.7,4.2,0.0,1.2246467991473532e-16,-1.0
2013-03-10 16:00:00,40.0,10.9,-14.8,1014.5,1.2,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-10 17:00:00,41.0,9.5,-15.1,1014.6,3.2,0.0,-0.38268343236508967,-0.9238795325112868
2013-03-10 18:00:00,47.0,8.8,-13.6,1015.1,1.6,0.0,0.9238795325112867,-0.3826834323650897
2013-03-10 19:00:00,51.0,7.2,-13.1,1015.5,1.3,0.0,0.9238795325112867,-0.3826834323650897
2013-03-10 20:00:00,69.0,5.8,-12.8,1015.7,0.8,0.0,1.0,6.123233995736766e-17
2013-03-10 21:00:00,80.0,4.7,-12.3,1015.7,1.0,0.0,0.9238795325112867,0.38268343236508984
2013-03-10 22:00:00,95.0,4.2,-12.3,1015.5,0.0,0.0,1.0,6.123233995736766e-17
2013-03-10 23:00:00,93.0,2.3,-12.4,1015.4,0.8,0.0,0.9238795325112867,-0.3826834323650897
2013-03-11 00:00:00,79.0,1.6,-11.6,1015.2,0.0,0.0,1.0,6.123233995736766e-17
2013-03-11 01:00:00,69.0,0.5,-11.6,1015.0,0.5,0.0,0.7071067811865476,0.7071067811865476
2013-03-11 02:00:00,91.0,0.1,-11.3,1014.3,0.9,0.0,-0.38268343236508956,0.9238795325112868
2013-03-11 03:00:00,78.0,-1.4,-10.8,1014.1,0.9,0.0,0.0,1.0
2013-03-11 04:00:00,76.0,-2.0,-10.8,1014.0,1.0,0.0,-0.7071067811865477,0.7071067811865474
2013-03-11 05:00:00,91.0,-1.8,-10.9,1013.5,0.6,0.0,0.9238795325112867,-0.3826834323650897
2013-03-11 06:00:00,98.0,-1.7,-10.3,1014.0,0.6,0.0,0.7071067811865476,-0.7071067811865475
2013-03-11 07:00:00,83.0,-0.2,-9.6,1014.3,1.4,0.0,0.0,1.0
