ds,y,TEMP,DEWP,PRES,WSPM,RAIN,wd_sin,wd_cos,y_log
2013-03-02 01:00:00,3.0,-1.6,-17.4,1033.2,0.0,0.0,0.9238795325112867,0.38268343236508984,1.3862943611198906
2013-03-02 02:00:00,3.0,-2.2,-16.7,1032.9,0.0,0.0,0.0,1.0,1.3862943611198906
2013-03-02 03:00:00,3.0,-3.1,-15.8,1032.6,0.0,0.0,0.0,1.0,1.3862943611198906
2013-03-02 04:00:00,3.0,-3.1,-16.1,1032.7,0.0,0.0,0.0,1.0,1.3862943611198906
2013-03-02 05:00:00,3.0,-2.4,-18.1,1032.1,0.8,0.0,0.3826834323650898,0.9238795325112867,1.3862943611198906
2013-03-02 06:00:00,3.0,-2.3,-18.4,1031.3,1.5,0.0,0.0,1.0,1.3862943611198906
2013-03-02 07:00:00,3.0,-1.9,-18.5,1031.9,1.4,0.0,0.0,1.0,1.3862943611198906
2013-03-02 08:00:00,3.0,-0.9,-18.0,1031.7,1.6,0.0,0.3826834323650898,0.9238795325112867,1.3862943611198906
2013-03-02 09:00:00,3.0,0.1,-18.1,1031.7,0.5,0.0,0.7071067811865476,0.7071067811865476,1.3862943611198906
2013-03-02 10:00:00,3.0,1.5,-18.0,1031.2,0.6,0.0,0.9238795325112867,0.38268343236508984,1.3862943611198906
2013-03-02 11:00:00,14.0,2.6,-18.2,1030.2,3.1,0.0,-0.7071067811865475,-0.7071067811865477,2.70805020110221
2013-03-02 12:00:00,18.0,3.8,-17.8,1029.0,1.1,0.0,-0.38268343236508967,-0.9238795325112868,2.9444389791664403
2013-03-02 13:00:00,26.0,3.8,-17.8,1027.6,1.0,0.0,1.2246467991473532e-16,-1.0,3.295836866004329
2013-03-02 14:00:00,33.0,3.9,-18.3,1026.8,0.4,0.0,-0.38268343236508967,-0.9238795325112868,3.5263605246161616
2013-03-02 15:00:00,24.0,4.3,-18.0,1026.2,1.5,0.0,-0.38268343236508967,-0.9238795325112868,3.2188758248682006
2013-03-02 16:00:00,42.0,4.1,-16.9,1025.4,1.9,0.0,-0.38268343236508967,-0.9238795325112868,3.7612001156935624
2013-03-02 17:00:00,54.0,3.2,-16.0,1025.3,1.3,0.0,-0.9238795325112868,-0.3826834323650895,4.007333185232471
2013-03-02 18:00:00,63.0,2.2,-15.8,1025.4,0.4,0.0,0.7071067811865476,0.7071067811865476,4.1588830833596715
2013-03-02 19:00:00,64.0,1.6,-15.4,1025.0,0.1,0.0,0.0,1.0,4.174387269895637
2013-03-02 20:00:00,65.0,0.7,-15.3,1025.0,1.0,0.0,0.0,1.0,4.189654742026425
2013-03-02 21:00:00,69.0,0.5,-15.1,1024.8,0.2,0.0,0.0,1.0,4.248495242049359
2013-03-02 22:00:00,83.0,-1.0,-14.6,1024.2,0.0,0.0,0.9238795325112867,0.38268343236508984,4.430816798843313
2013-03-02 23:00:00,92.0,-1.3,-14.5,1023.2,0.0,0.0,0.0,1.0,4.532599493153256
2013-03-03 00:00:00,122.0,-2.2,-12.8,1022.3,0.0,0.0,0.0,1.0,4.812184355372417
2013-03-03 01:00:00,134.0,-1.8,-13.3,1021.4,0.7,0.0,-1.0,-1.8369701987210297e-16,4.90527477843843
2013-03-03 02:00:00,145.0,-2.4,-13.3,1020.4,1.3,0.0,1.0,6.123233995736766e-17,4.983606621708336
2013-03-03 03:00:00,139.0,-3.3,-12.5,1019.4,1.2,0.0,0.9238795325112867,-0.3826834323650897,4.941642422609304
2013-03-03 04:00:00,87.0,-4.2,-12.6,1019.0,0.1,0.0,1.0,6.123233995736766e-17,4.477336814478207
2013-03-03 05:00:00,90.0,-5.2,-11.6,1018.5,0.9,0.0,0.7071067811865476,0.7071067811865476,4.51085950651685
2013-03-03 06:00:00,118.0,-5.4,-11.3,1018.3,0.0,0.0,0.9238795325112867,0.38268343236508984,4.77912349311153
2013-03-03 07:00:00,118.0,-3.3,-9.8,1018.6,0.1,0.0,0.0,1.0,4.77912349311153
2013-03-03 08:00:00,122.0,1.2,-13.7,1018.1,0.8,0.0,0.0,1.0,4.812184355372417
2013-03-03 09:00:00,118.0,4.0,-13.4,1017.6,0.6,0.0,0.7071067811865476,-0.7071067811865475,4.77912349311153
2013-03-03 10:00:00,108.0,6.8,-13.5,1016.7,1.1,0.0,-0.38268343236508967,-0.9238795325112868,4.6913478822291435
2013-03-03 11:00:00,104.0,9.5,-13.7,1015.6,0.5,0.0,-1.0,-1.8369701987210297e-16,4.653960350157523
2013-03-03 12:00:00,106.0,13.4,-13.6,1014.4,1.8,0.0,-0.9238795325112866,0.38268343236509,4.672828834461906
2013-03-03 13:00:00,115.0,15.5,-13.8,1013.0,4.0,0.0,-0.7071067811865477,0.7071067811865474,4.7535901911063645
2013-03-03 14:00:00,102.0,16.4,-15.4,1012.4,7.0,0.0,-1.0,-1.8369701987210297e-16,4.634728988229636
2013-03-03 15:00:00,56.0,16.6,-15.2,1012.0,4.7,0.0,-0.9238795325112866,0.38268343236509,4.04305126783455
2013-03-03 16:00:00,30.0,15.8,-14.7,1012.2,1.3,0.0,0.9238795325112867,0.38268343236508984,3.4339872044851463
2013-03-03 17:00:00,27.0,12.6,-13.4,1013.0,1.3,0.0,-0.38268343236508967,-0.9238795325112868,3.332204510175204
2013-03-03 18:00:00,63.0,9.9,-10.3,1014.1,1.0,0.0,-0.9238795325112866,0.38268343236509,4.1588830833596715
2013-03-03 19:00:00,94.0,6.8,-9.6,1014.9,0.0,0.0,-1.0,-1.8369701987210297e-16,4.553876891600541
2013-03-03 20:00:00,130.0,5.2,-8.3,1015.2,0.0,0.0,-1.0,-1.8369701987210297e-16,4.875197323201151
2013-03-03 21:00:00,149.0,4.0,-9.1,1015.4,0.2,0.0,0.0,1.0,5.0106352940962555
2013-03-03 22:00:00,134.0,2.7,-8.4,1015.8,0.4,0.0,-0.9238795325112866,0.38268343236509,4.90527477843843
2013-03-03 23:00:00,103.0,7.1,-12.2,1016.7,0.4,0.0,0.0,1.0,4.6443908991413725
2013-03-04 00:00:00,88.0,9.9,-14.1,1017.5,4.9,0.0,0.0,1.0,4.48863636973214
2013-03-04 01:00:00,76.0,9.3,-13.9,1018.4,3.6,0.0,-0.38268343236508956,0.9238795325112868,4.343805421853684
2013-03-04 02:00:00,26.0,8.4,-13.9,1018.7,1.5,0.0,0.0,1.0,3.295836866004329
2013-03-04 03:00:00,11.0,7.4,-14.2,1018.6,3.6,0.0,0.0,1.0,2.4849066497880004
2013-03-04 04:00:00,7.0,6.2,-15.2,1019.6,2.7,0.0,-0.38268343236508956,0.9238795325112868,2.0794415416798357
2013-03-04 05:00:00,3.0,6.0,-14.2,1020.1,2.4,0.0,-0.7071067811865477,0.7071067811865474,1.3862943611198906
2013-03-04 06:00:00,3.0,4.2,-12.7,1020.8,2.0,0.0,-0.7071067811865477,0.7071067811865474,1.3862943611198906
2013-03-04 07:00:00,12.0,7.2,-12.6,1021.5,3.2,0.0,-0.38268343236508956,0.9238795325112868,2.5649493574615367
2013-03-04 08:00:00,10.0,8.6,-14.4,1022.3,2.8,0.0,0.7071067811865476,0.7071067811865476,2.3978952727983707
2013-03-04 09:00:00,13.0,9.9,-14.8,1022.6,2.4,0.0,0.0,1.0,2.6390573296152584
2013-03-04 10:00:00,13.0,11.5,-14.3,1022.3,0.0,0.0,0.0,1.0,2.6390573296152584
2013-03-04 11:00:00,14.0,12.3,-15.4,1022.0,2.4,0.0,0.0,1.0,2.70805020110221
2013-03-04 12:00:00,12.0,13.9,-16.2,1020.6,3.3,0.0,0.0,1.0,2.5649493574615367
2013-03-04 13:00:00,3.0,14.8,-15.5,1019.5,1.4,0.0,0.0,1.0,1.3862943611198906
2013-03-04 14:00:00,3.0,15.3,-15.1,1018.6,1.3,0.0,1.0,6.123233995736766e-17,1.3862943611198906
2013-03-04 15:00:00,10.0,15.6,-14.8,1018.1,2.0,0.0,-0.38268343236508967,-0.9238795325112868,2.3978952727983707
2013-03-04 16:00:00,5.0,14.7,-15.5,1017.5,2.9,0.0,-0.7071067811865475,-0.7071067811865477,1.791759469228055
2013-03-04 17:00:00,19.0,13.2,-15.7,1017.8,3.0,0.0,-0.7071067811865475,-0.7071067811865477,2.995732273553991
2013-03-04 18:00:00,21.0,12.6,-13.4,1018.3,2.9,0.0,-0.7071067811865475,-0.7071067811865477,3.091042453358316
2013-03-04 19:00:00,24.0,12.0,-13.1,1018.5,2.7,0.0,-0.9238795325112868,-0.3826834323650895,3.2188758248682006
2013-03-04 20:00:00,32.0,10.9,-11.9,1018.8,1.4,0.0,0.7071067811865476,-0.7071067811865475,3.4965075614664802
2013-03-04 21:00:00,40.0,10.2,-11.8,1018.8,2.0,0.0,-0.7071067811865475,-0.7071067811865477,3.713572066704308
2013-03-04 22:00:00,50.0,10.0,-12.0,1018.5,3.0,0.0,-0.7071067811865475,-0.7071067811865477,3.9318256327243257
2013-03-04 23:00:00,54.0,9.4,-11.3,1017.5,2.7,0.0,-0.38268343236508967,-0.9238795325112868,4.007333185232471
2013-03-05 00:00:00,69.0,8.8,-10.7,1017.0,2.1,0.0,-0.38268343236508967,-0.9238795325112868,4.248495242049359
2013-03-05 01:00:00,74.0,7.8,-10.6,1016.5,1.3,0.0,0.3826834323650899,-0.9238795325112867,4.31748811353631
2013-03-05 02:00:00,87.0,4.7,-10.6,1016.1,0.0,0.0,1.2246467991473532e-16,-1.0,4.477336814478207
2013-03-05 03:00:00,93.0,4.5,-9.3,1015.7,0.0,0.0,0.0,1.0,4.543294782270004
2013-03-05 04:00:00,99.0,1.3,-8.8,1015.7,1.2,0.0,0.9238795325112867,-0.3826834323650897,4.605170185988092
2013-03-05 05:00:00,116.0,0.4,-9.6,1015.7,0.8,0.0,0.9238795325112867,0.38268343236508984,4.762173934797756
2013-03-05 06:00:00,121.0,-0.2,-8.4,1015.5,1.0,0.0,0.9238795325112867,0.38268343236508984,4.804021044733257
2013-03-05 07:00:00,116.0,2.1,-8.6,1015.4,0.9,0.0,1.0,6.123233995736766e-17,4.762173934797756
2013-03-05 08:00:00,125.0,5.0,-8.9,1015.1,1.0,0.0,1.0,6.123233995736766e-17,4.836281906951478
2013-03-05 09:00:00,140.0,6.7,-8.9,1014.5,1.3,0.0,1.0,6.123233995736766e-17,4.948759890378168
2013-03-05 10:00:00,152.0,9.1,-8.5,1013.8,0.9,0.0,1.0,6.123233995736766e-17,5.030437921392435
2013-03-05 11:00:00,128.0,10.9,-8.4,1012.8,1.3,0.0,0.9238795325112867,-0.3826834323650897,4.859812404361672
2013-03-05 12:00:00,3.0,12.3,-8.8,1011.4,0.0,0.0,1.0,6.123233995736766e-17,1.3862943611198906
2013-03-05 13:00:00,3.0,13.0,-8.3,1010.1,1.5,0.0,0.9238795325112867,0.38268343236508984,1.3862943611198906
2013-03-05 14:00:00,3.0,13.3,-8.0,1009.5,1.6,0.0,0.9238795325112867,0.38268343236508984,1.3862943611198906
2013-03-05 15:00:00,163.0,13.8,-7.6,1009.1,1.9,0.0,1.0,6.123233995736766e-17,5.099866427824199
2013-03-05 16:00:00,192.0,13.2,-7.5,1009.0,1.8,0.0,0.9238795325112867,0.38268343236508984,5.262690188904886
2013-03-05 17:00:00,203.0,11.6,-7.3,1009.4,0.7,0.0,0.3826834323650898,0.9238795325112867,5.318119993844216
2013-03-05 18:00:00,195.0,9.4,-5.7,1009.8,0.7,0.0,0.9238795325112867,-0.3826834323650897,5.278114659230517
2013-03-05 19:00:00,185.0,6.7,-5.0,1010.4,0.1,0.0,0.9238795325112867,-0.3826834323650897,5.225746673713202
2013-03-05 20:00:00,203.0,5.2,-4.7,1010.7,0.0,0.0,0.0,1.0,5.318119993844216
2013-03-05 21:00:00,217.0,4.3,-2.6,1010.5,1.0,0.0,0.9238795325112867,0.38268343236508984,5.384495062789089
2013-03-05 22:00:00,235.0,4.3,-4.2,1010.7,0.8,0.0,1.0,6.123233995736766e-17,5.4638318050256105
2013-03-05 23:00:00,242.0,4.9,-5.8,1010.5,0.0,0.0,1.0,6.123233995736766e-17,5.493061443340548
2013-03-06 00:00:00,229.0,5.6,-7.0,1010.4,0.8,0.0,0.7071067811865476,0.7071067811865476,5.438079308923196
2013-03-06 01:00:00,202.0,3.5,-6.0,1010.2,0.5,0.0,0.3826834323650898,0.9238795325112867,5.313205979041787
2013-03-06 02:00:00,184.0,6.3,-7.0,1009.9,1.0,0.0,0.7071067811865476,0.7071067811865476,5.220355825078324
2013-03-06 03:00:00,169.0,6.3,-7.0,1009.6,0.7,0.0,0.7071067811865476,0.7071067811865476,5.135798437050262
2013-03-06 04:00:00,153.0,5.1,-6.5,1009.5,1.0,0.0,0.7071067811865476,0.7071067811865476,5.0369526024136295
2013-03-06 05:00:00,145.0,4.6,-6.3,1009.8,0.7,0.0,0.7071067811865476,0.7071067811865476,4.983606621708336
2013-03-06 06:00:00,148.0,4.1,-6.2,1010.3,0.8,0.0,0.0,1.0,5.003946305945459
2013-03-06 07:00:00,156.0,5.3,-6.0,1011.0,0.9,0.0,0.7071067811865476,0.7071067811865476,5.056245805348308
2013-03-06 08:00:00,152.0,6.9,-6.5,1010.8,1.3,0.0,-0.38268343236508956,0.9238795325112868,5.030437921392435
2013-03-06 09:00:00,176.0,8.4,-6.6,1010.8,0.8,0.0,0.0,1.0,5.176149732573829
2013-03-06 10:00:00,138.0,8.8,-6.2,1010.4,1.1,0.0,0.7071067811865476,0.7071067811865476,4.9344739331306915
2013-03-06 11:00:00,167.0,9.5,-6.0,1009.5,1.0,0.0,0.9238795325112867,0.38268343236508984,5.123963979403259
2013-03-06 12:00:00,172.0,10.4,-5.6,1008.5,0.2,0.0,0.9238795325112867,0.38268343236508984,5.153291594497779
2013-03-06 13:00:00,189.0,11.5,-5.1,1007.6,0.8,0.0,0.3826834323650899,-0.9238795325112867,5.247024072160486
2013-03-06 14:00:00,204.0,13.2,-4.5,1006.9,1.0,0.0,-0.38268343236508967,-0.9238795325112868,5.3230099791384085
2013-03-06 15:00:00,227.0,14.7,-4.6,1007.0,1.3,0.0,-0.7071067811865475,-0.7071067811865477,5.429345628954441
2013-03-06 16:00:00,237.0,14.6,-4.7,1007.2,0.0,0.0,-0.38268343236508967,-0.9238795325112868,5.472270673671475
2013-03-06 17:00:00,232.0,11.8,-4.4,1007.9,0.6,0.0,-1.0,-1.8369701987210297e-16,5.4510384535657
2013-03-06 18:00:00,232.0,8.5,-4.0,1008.5,0.0,0.0,-0.9238795325112866,0.38268343236509,5.4510384535657
2013-03-06 19:00:00,235.0,8.5,-4.4,1009.3,0.4,0.0,-0.9238795325112868,-0.3826834323650895,5.4638318050256105
2013-03-06 20:00:00,235.0,5.8,-3.6,1009.9,0.2,0.0,-0.9238795325112868,-0.3826834323650895,5.4638318050256105
2013-03-06 21:00:00,238.0,5.3,-4.0,1009.4,0.7,0.0,-0.9238795325112868,-0.3826834323650895,5.476463551931511
2013-03-06 22:00:00,234.0,8.3,-3.6,1009.3,1.8,0.0,0.7071067811865476,-0.7071067811865475,5.459585514144159
2013-03-06 23:00:00,234.0,5.0,-3.3,1009.4,1.0,0.0,0.3826834323650898,0.9238795325112867,5.459585514144159
2013-03-07 00:00:00,231.0,2.9,-3.2,1009.2,0.6,0.0,1.0,6.123233995736766e-17,5.44673737166631
2013-03-07 01:00:00,226.0,2.2,-3.3,1009.0,1.6,0.0,-0.9238795325112868,-0.3826834323650895,5.424950017481403
2013-03-07 02:00:00,228.0,3.3,-3.3,1008.9,1.6,0.0,0.9238795325112867,0.38268343236508984,5.43372200355424
2013-03-07 03:00:00,230.0,1.2,-3.9,1008.3,0.4,0.0,0.3826834323650899,-0.9238795325112867,5.442417710521793
2013-03-07 04:00:00,227.0,0.9,-2.5,1008.5,1.4,0.0,0.7071067811865476,0.7071067811865476,5.429345628954441
2013-03-07 05:00:00,291.0,0.5,-3.4,1008.6,0.9,0.0,1.0,6.123233995736766e-17,5.676753802268282
2013-03-07 06:00:00,314.0,-0.4,-3.3,1008.4,0.1,0.0,1.0,6.123233995736766e-17,5.752572638825633
2013-03-07 07:00:00,318.0,2.6,-1.8,1008.7,0.0,0.0,0.0,1.0,5.765191102784844
2013-03-07 08:00:00,300.0,8.9,-2.1,1008.7,0.9,0.0,0.9238795325112867,-0.3826834323650897,5.707110264748875
2013-03-07 09:00:00,281.0,9.4,-2.6,1007.9,1.1,0.0,1.0,6.123233995736766e-17,5.641907070938114
2013-03-07 10:00:00,253.0,10.5,-2.6,1007.2,1.0,0.0,1.0,6.123233995736766e-17,5.537334267018537
2013-03-07 11:00:00,258.0,14.7,-2.3,1005.5,3.2,0.0,0.9238795325112867,-0.3826834323650897,5.556828061699537
2013-03-07 12:00:00,299.0,16.0,-2.5,1003.2,2.7,0.0,0.3826834323650899,-0.9238795325112867,5.703782474656201
2013-03-07 13:00:00,363.0,17.9,-3.0,1001.8,2.5,0.0,-0.38268343236508967,-0.9238795325112868,5.8971538676367405
2013-03-07 14:00:00,332.0,18.1,-3.4,1000.5,1.8,0.0,-0.7071067811865475,-0.7071067811865477,5.808142489980444
2013-03-07 15:00:00,317.0,19.5,-4.8,999.3,3.0,0.0,-0.7071067811865475,-0.7071067811865477,5.762051382780177
2013-03-07 16:00:00,214.0,19.1,-3.8,998.9,0.9,0.0,0.3826834323650899,-0.9238795325112867,5.3706380281276624
2013-03-07 17:00:00,150.0,17.3,-3.5,998.5,0.4,0.0,0.7071067811865476,-0.7071067811865475,5.017279836814924
2013-03-07 18:00:00,195.0,12.5,-2.2,998.9,0.7,0.0,0.0,1.0,5.278114659230517
2013-03-07 19:00:00,188.0,11.2,-1.6,999.4,1.0,0.0,0.0,1.0,5.241747015059643
2013-03-07 20:00:00,178.0,10.2,0.2,999.6,0.5,0.0,-0.7071067811865477,0.7071067811865474,5.187385805840755
2013-03-07 21:00:00,203.0,8.6,0.1,999.5,0.6,0.0,0.0,1.0,5.318119993844216
2013-03-07 22:00:00,403.0,8.1,-0.9,1000.1,0.8,0.0,1.0,6.123233995736766e-17,6.0014148779611505
2013-03-07 23:00:00,490.0,7.0,-1.4,1000.0,0.4,0.0,0.7071067811865476,-0.7071067811865475,6.19644412779452
2013-03-08 00:00:00,493.0,5.4,-1.5,1000.0,0.9,0.0,0.9238795325112867,0.38268343236508984,6.202535517187923
2013-03-08 01:00:00,396.0,5.3,-1.8,1000.2,0.9,0.0,-0.9238795325112866,0.38268343236509,5.983936280687191
2013-03-08 02:00:00,346.0,4.1,-2.3,999.9,0.0,0.0,-0.9238795325112866,0.38268343236509,5.849324779946859
2013-03-08 03:00:00,312.0,3.5,-2.5,999.8,0.6,0.0,-0.7071067811865475,-0.7071067811865477,5.746203190540153
2013-03-08 04:00:00,303.0,3.4,-2.6,1000.2,1.0,0.0,-0.9238795325112868,-0.3826834323650895,5.717027701406222
2013-03-08 05:00:00,294.0,3.4,-2.0,1001.0,0.2,0.0,-0.9238795325112866,0.38268343236509,5.68697535633982
2013-03-08 06:00:00,291.0,3.5,-2.5,1001.6,0.7,0.0,1.0,6.123233995736766e-17,5.676753802268282
2013-03-08 07:00:00,288.0,6.6,-0.9,1002.2,0.1,0.0,1.2246467991473532e-16,-1.0,5.666426688112432
2013-03-08 08:00:00,284.0,11.6,-1.9,1002.3,1.0,0.0,0.9238795325112867,-0.3826834323650897,5.652489180268651
2013-03-08 09:00:00,279.0,16.6,-3.5,1002.6,1.0,0.0,1.2246467991473532e-16,-1.0,5.634789603169249
2013-03-08 10:00:00,216.0,19.9,-5.2,1002.4,0.9,0.0,1.0,6.123233995736766e-17,5.37989735354046
2013-03-08 11:00:00,157.0,21.2,-2.7,1002.0,3.1,0.0,0.7071067811865476,-0.7071067811865475,5.062595033026967
2013-03-08 12:00:00,105.0,21.7,-4.4,1001.1,2.9,0.0,-0.38268343236508967,-0.9238795325112868,4.663439094112067
2013-03-08 13:00:00,184.0,17.2,0.8,1001.0,3.5,0.0,0.7071067811865476,-0.7071067811865475,5.220355825078324
2013-03-08 14:00:00,332.0,13.8,-0.3,1001.2,4.9,0.0,0.7071067811865476,-0.7071067811865475,5.808142489980444
2013-03-08 15:00:00,239.0,11.9,-2.0,1001.5,5.1,0.0,0.9238795325112867,-0.3826834323650897,5.480638923341991
2013-03-08 16:00:00,155.0,10.9,-1.5,1001.7,2.4,0.0,0.7071067811865476,-0.7071067811865475,5.049856007249537
2013-03-08 17:00:00,86.0,9.9,-1.5,1001.9,1.6,0.0,0.3826834323650899,-0.9238795325112867,4.465908118654584
2013-03-08 18:00:00,85.0,9.2,-1.0,1002.4,1.3,0.0,0.7071067811865476,-0.7071067811865475,4.454347296253507
2013-03-08 19:00:00,88.0,8.4,-2.3,1002.4,1.9,0.0,0.9238795325112867,-0.3826834323650897,4.48863636973214
2013-03-08 20:00:00,90.0,7.2,-3.7,1002.2,3.0,0.0,0.9238795325112867,-0.3826834323650897,4.51085950651685
2013-03-08 21:00:00,59.0,6.0,-4.5,1002.0,1.9,0.0,0.9238795325112867,-0.3826834323650897,4.0943445622221
2013-03-08 22:00:00,63.0,5.9,-5.1,1001.1,1.0,0.0,1.2246467991473532e-16,-1.0,4.1588830833596715
2013-03-08 23:00:00,82.0,5.3,-5.1,999.2,0.4,0.0,0.3826834323650899,-0.9238795325112867,4.418840607796598
2013-03-09 00:00:00,51.0,4.4,-4.9,997.9,0.0,0.0,0.3826834323650899,-0.9238795325112867,3.9512437185814275
2013-03-09 01:00:00,61.0,3.0,-4.2,996.9,0.1,0.0,0.0,1.0,4.127134385045092
2013-03-09 02:00:00,72.0,2.6,-3.7,995.9,1.2,0.0,0.9238795325112867,0.38268343236508984,4.290459441148391
2013-03-09 03:00:00,77.0,2.3,-4.2,994.7,0.9,0.0,1.0,6.123233995736766e-17,4.356708826689592
2013-03-09 04:00:00,81.0,1.7,-4.0,993.7,0.0,0.0,1.0,6.123233995736766e-17,4.406719247264253
2013-03-09 05:00:00,84.0,2.4,-3.9,993.9,1.7,0.0,-0.38268343236508956,0.9238795325112868,4.442651256490317
2013-03-09 06:00:00,114.0,4.0,-3.5,994.1,1.4,0.0,-0.7071067811865477,0.7071067811865474,4.74493212836325
2013-03-09 07:00:00,106.0,5.0,-2.8,994.7,1.7,0.0,0.9238795325112867,0.38268343236508984,4.672828834461906
2013-03-09 08:00:00,108.0,7.0,-3.3,996.0,0.4,0.0,0.3826834323650899,-0.9238795325112867,4.6913478822291435
2013-03-09 09:00:00,114.0,14.3,-1.8,997.3,5.3,0.0,-0.38268343236508956,0.9238795325112868,4.74493212836325
2013-03-09 10:00:00,130.0,17.3,-5.9,999.6,7.5,0.0,-0.38268343236508956,0.9238795325112868,4.875197323201151
2013-03-09 11:00:00,62.0,13.8,-10.9,1002.9,6.1,0.0,0.0,1.0,4.143134726391533
2013-03-09 12:00:00,62.0,11.7,-16.8,1005.8,9.2,0.0,0.0,1.0,4.143134726391533
2013-03-09 13:00:00,45.0,9.9,-19.3,1008.5,6.4,0.0,0.0,1.0,3.828641396489095
2013-03-09 14:00:00,47.0,9.5,-19.6,1009.8,7.1,0.0,0.0,1.0,3.871201010907891
2013-03-09 15:00:00,36.0,9.7,-19.4,1011.1,4.7,0.0,-0.38268343236508956,0.9238795325112868,3.6109179126442243
2013-03-09 16:00:00,15.0,10.0,-20.3,1012.8,6.2,0.0,-0.38268343236508956,0.9238795325112868,2.772588722239781
2013-03-09 17:00:00,15.0,8.9,-20.1,1014.7,6.5,0.0,-0.38268343236508956,0.9238795325112868,2.772588722239781
2013-03-09 18:00:00,12.0,7.9,-20.8,1017.5,5.2,0.0,0.3826834323650898,0.9238795325112867,2.5649493574615367
2013-03-09 19:00:00,12.0,6.9,-20.6,1019.2,7.1,0.0,-0.38268343236508956,0.9238795325112868,2.5649493574615367
2013-03-09 20:00:00,14.0,6.1,-20.3,1021.0,8.8,0.0,0.0,1.0,2.70805020110221
2013-03-09 21:00:00,12.0,5.6,-19.9,1022.6,4.5,0.0,0.0,1.0,2.5649493574615367
2013-03-09 22:00:00,14.0,5.3,-20.1,1023.1,2.4,0.0,0.3826834323650898,0.9238795325112867,2.70805020110221
2013-03-09 23:00:00,9.0,4.3,-20.1,1023.4,1.6,0.0,0.3826834323650898,0.9238795325112867,2.302585092994046
2013-03-10 00:00:00,3.0,2.1,-17.5,1022.9,1.6,0.0,0.9238795325112867,-0.3826834323650897,1.3862943611198906
2013-03-10 01:00:00,3.0,0.2,-16.6,1023.2,0.5,0.0,1.0,6.123233995736766e-17,1.3862943611198906
